Provider,Location,One_Day_Ahead,DateOne,Three_Days_Ahead,DateThree,Five_Days_Ahead,DateFive,Date_Scraped
MetEireann,Donegal,0.4,2020-04-03,1.7,2020-04-05,0.0,2020-04-07,2020-04-02
MetEireann,Donegal,11.7,2020-02-23,10.1,2020-02-25,3.5,2020-02-27,2020-02-22
MetEireann,Donegal,8.4,2020-03-01,8.2,2020-03-03,5.300000000000002,2020-03-05,2020-02-29
MetEireann,Donegal,3.7,2020-03-16,2.7,2020-03-18,0.0,2020-03-20,2020-03-15
MetEireann,Donegal,7.9,2020-03-02,2.1,2020-03-04,3.4000000000000004,2020-03-06,2020-03-01
MetEireann,Donegal,0.30000000000000004,2020-03-21,0.0,2020-03-23,9.1,2020-03-25,2020-03-20
MetEireann,Donegal,16.700000000000006,2020-02-09,12.8,2020-02-11,1.2000000000000002,2020-02-13,2020-02-08
MetEireann,Donegal,5.9,2020-02-25,5.3,2020-02-27,2.3,2020-02-29,2020-02-24
MetEireann,Donegal,0.0,2020-03-19,12.5,2020-03-21,0.0,2020-03-23,2020-03-18
MetEireann,Donegal,8.4,2020-02-12,7.2,2020-02-14,4.6,2020-02-16,2020-02-11
MetEireann,Donegal,0.0,2020-02-06,9.7,2020-02-08,12.4,2020-02-10,2020-02-05
MetEireann,Donegal,0.0,2020-03-05,10.3,2020-03-07,13.5,2020-03-09,2020-03-04
MetEireann,Donegal,7.8,2020-03-11,2.3,2020-03-13,0.8,2020-03-15,2020-03-10
MetEireann,Donegal,0.7999999999999999,2020-04-01,0.0,2020-04-03,3.0,2020-04-05,2020-03-31
MetEireann,Donegal,6.1000000000000005,2020-02-20,5.3,2020-02-22,4.0,2020-02-24,2020-02-19
MetEireann,Donegal,1.4,2020-03-26,0.0,2020-03-28,0.0,2020-03-30,2020-03-25
MetEireann,Donegal,4.5,2020-03-10,4.300000000000002,2020-03-12,0.0,2020-03-14,2020-03-09
MetEireann,Donegal,1.3,2020-04-02,0.0,2020-04-04,0.9,2020-04-06,2020-04-01
MetEireann,Donegal,7.2,2020-02-22,9.900000000000002,2020-02-24,8.4,2020-02-26,2020-02-21
MetEireann,Donegal,20.6,2020-02-15,17.099999999999998,2020-02-17,3.7,2020-02-19,2020-02-14
MetEireann,Donegal,0.0,2020-03-29,0.0,2020-03-31,2.3,2020-04-02,2020-03-28
MetEireann,Donegal,1.5,2020-03-24,0.2,2020-03-26,0.4,2020-03-28,2020-03-23
MetEireann,Donegal,0.0,2020-03-03,2.4,2020-03-05,6.3,2020-03-07,2020-03-02
MetEireann,Donegal,14.9,2020-03-17,1.7,2020-03-19,0.0,2020-03-21,2020-03-16
MetEireann,Donegal,4.0,2020-02-07,26.4,2020-02-09,13.1,2020-02-11,2020-02-06
MetEireann,Donegal,6.0,2020-02-13,8.1,2020-02-15,17.0,2020-02-17,2020-02-12
MetEireann,Donegal,12.0,2020-02-28,5.9,2020-03-01,13.7,2020-03-03,2020-02-27
MetEireann,Donegal,8.2,2020-03-12,3.8,2020-03-14,0.0,2020-03-16,2020-03-11
MetEireann,Donegal,0.5,2020-03-06,6.6,2020-03-08,11.9,2020-03-10,2020-03-05
MetEireann,Donegal,21.8,2020-02-19,22.1,2020-02-21,25.70000000000001,2020-02-23,2020-02-18
MetEireann,Donegal,3.6000000000000005,2020-03-25,0.0,2020-03-27,0.0,2020-03-29,2020-03-24
MetEireann,Donegal,0.1,2020-03-31,2.8999999999999995,2020-04-02,6.2,2020-04-04,2020-03-30
MetEireann,Donegal,15.5,2020-02-21,5.5,2020-02-23,11.9,2020-02-25,2020-02-20
MetEireann,Donegal,17.4,2020-03-09,3.3,2020-03-11,6.5,2020-03-13,2020-03-08
MetEireann,Donegal,6.7,2020-02-16,11.4,2020-02-18,14.5,2020-02-20,2020-02-15
MetEireann,Donegal,0.0,2020-03-30,1.3,2020-04-01,4.4,2020-04-03,2020-03-29
MetEireann,Donegal,0.0,2020-03-23,1.8,2020-03-25,2.2,2020-03-27,2020-03-22
MetEireann,Donegal,0.9,2020-03-18,0.0,2020-03-20,0.0,2020-03-22,2020-03-17
MetEireann,Donegal,4.4,2020-03-04,2.7,2020-03-06,2.1,2020-03-08,2020-03-03
MetEireann,Donegal,7.2,2020-02-14,4.8,2020-02-16,12.900000000000002,2020-02-18,2020-02-13
MetEireann,Donegal,18.4,2020-02-08,9.9,2020-02-10,10.9,2020-02-12,2020-02-07
MetEireann,Donegal,0.7000000000000001,2020-02-27,6.2,2020-02-29,2.6,2020-03-02,2020-02-26
MetEireann,Mayo,1.0,2020-04-02,0.6,2020-04-04,0.3,2020-04-06,2020-04-01
MetEireann,Mayo,4.4,2020-02-22,7.2,2020-02-24,1.9,2020-02-26,2020-02-21
MetEireann,Mayo,0.5,2020-03-22,3.1,2020-03-24,0.7,2020-03-26,2020-03-21
MetEireann,Mayo,10.3,2020-02-10,5.9,2020-02-12,7.1000000000000005,2020-02-14,2020-02-09
MetEireann,Mayo,0.8999999999999999,2020-03-10,1.4,2020-03-12,0.0,2020-03-14,2020-03-09
MetEireann,Mayo,7.9,2020-02-18,7.999999999999999,2020-02-20,11.1,2020-02-22,2020-02-17
MetEireann,Mayo,0.0,2020-03-18,0.0,2020-03-20,0.0,2020-03-22,2020-03-17
MetEireann,Mayo,1.3,2020-03-06,0.9000000000000001,2020-03-08,10.5,2020-03-10,2020-03-05
MetEireann,Mayo,0.0,2020-02-06,9.5,2020-02-08,3.3000000000000003,2020-02-10,2020-02-05
MetEireann,Mayo,17.3,2020-02-24,0.8999999999999999,2020-02-26,0.8,2020-02-28,2020-02-23
MetEireann,Mayo,1.0,2020-03-24,0.0,2020-03-26,0.0,2020-03-28,2020-03-23
MetEireann,Mayo,0.0,2020-04-01,0.0,2020-04-03,9.2,2020-04-05,2020-03-31
MetEireann,Mayo,8.1,2020-03-08,4.3,2020-03-10,1.7,2020-03-12,2020-03-07
MetEireann,Mayo,24.0,2020-02-08,2.4,2020-02-10,17.3,2020-02-12,2020-02-07
MetEireann,Mayo,0.0,2020-03-20,0.0,2020-03-22,17.0,2020-03-24,2020-03-19
MetEireann,Mayo,2.0,2020-02-20,2.1,2020-02-22,2.2,2020-02-24,2020-02-19
MetEireann,Mayo,8.8,2020-02-16,1.5,2020-02-18,9.8,2020-02-20,2020-02-15
MetEireann,Mayo,3.4000000000000004,2020-03-16,4.4,2020-03-18,0.0,2020-03-20,2020-03-15
MetEireann,Mayo,9.2,2020-02-12,11.7,2020-02-14,10.3,2020-02-16,2020-02-11
MetEireann,Mayo,4.2,2020-03-12,7.3,2020-03-14,0.0,2020-03-16,2020-03-11
MetEireann,Mayo,9.7,2020-03-04,2.1,2020-03-06,5.0,2020-03-08,2020-03-03
MetEireann,Mayo,2.2,2020-02-04,0.0,2020-02-06,14.400000000000002,2020-02-08,2020-02-03
MetEireann,Mayo,15.5,2020-02-28,1.3,2020-03-01,12.0,2020-03-03,2020-02-27
MetEireann,Mayo,0.0,2020-03-28,0.0,2020-03-30,0.8,2020-04-01,2020-03-27
MetEireann,Mayo,3.1,2020-03-02,0.0,2020-03-04,8.100000000000001,2020-03-06,2020-03-01
MetEireann,Mayo,4.5,2020-02-14,4.2,2020-02-16,3.0,2020-02-18,2020-02-13
MetEireann,Mayo,7.8,2020-03-14,7.6,2020-03-16,0.0,2020-03-18,2020-03-13
MetEireann,Mayo,3.5,2020-02-26,16.6,2020-02-28,1.5,2020-03-01,2020-02-25
MetEireann,Mayo,2.0,2020-03-26,0.0,2020-03-28,0.0,2020-03-30,2020-03-25
MetEireann,Mayo,0.0,2020-03-30,0.0,2020-04-01,0.8999999999999999,2020-04-03,2020-03-29
MetEireann,Mayo,5.6999999999999975,2020-03-01,0.0,2020-03-03,0.0,2020-03-05,2020-02-29
MetEireann,Mayo,17.9,2020-03-17,0.3,2020-03-19,0.0,2020-03-21,2020-03-16
MetEireann,Mayo,3.5000000000000004,2020-02-17,20.3,2020-02-19,16.3,2020-02-21,2020-02-16
MetEireann,Mayo,15.900000000000002,2020-03-09,3.8,2020-03-11,3.7,2020-03-13,2020-03-08
MetEireann,Mayo,25.0,2020-02-09,2.6,2020-02-11,0.0,2020-02-13,2020-02-08
MetEireann,Mayo,0.0,2020-02-05,8.0,2020-02-07,15.9,2020-02-09,2020-02-04
MetEireann,Mayo,0.9,2020-03-05,16.9,2020-03-07,5.1,2020-03-09,2020-03-04
MetEireann,Mayo,2.4,2020-03-21,0.0,2020-03-23,9.5,2020-03-25,2020-03-20
MetEireann,Mayo,8.7,2020-02-21,7.1999999999999975,2020-02-23,6.7,2020-02-25,2020-02-20
MetEireann,Mayo,25.0,2020-02-19,25.3,2020-02-21,26.6,2020-02-23,2020-02-18
MetEireann,Mayo,0.0,2020-03-19,16.9,2020-03-21,0.0,2020-03-23,2020-03-18
MetEireann,Mayo,5.2,2020-02-07,18.8,2020-02-09,2.4000000000000004,2020-02-11,2020-02-06
MetEireann,Mayo,7.1000000000000005,2020-03-07,17.799999999999994,2020-03-09,1.4,2020-03-11,2020-03-06
MetEireann,Mayo,6.6999999999999975,2020-03-15,20.9,2020-03-17,0.0,2020-03-19,2020-03-14
MetEireann,Mayo,23.4,2020-02-15,4.8,2020-02-17,9.7,2020-02-19,2020-02-14
MetEireann,Mayo,0.0,2020-03-23,2.5,2020-03-25,0.4,2020-03-27,2020-03-22
MetEireann,Mayo,12.5,2020-02-23,2.6,2020-02-25,1.4,2020-02-27,2020-02-22
MetEireann,Mayo,0.0,2020-04-03,6.0,2020-04-05,0.0,2020-04-07,2020-04-02
MetEireann,Mayo,0.0,2020-03-31,0.4,2020-04-02,1.2999999999999998,2020-04-04,2020-03-30
MetEireann,Mayo,0.0,2020-03-27,0.0,2020-03-29,0.0,2020-03-31,2020-03-26
MetEireann,Mayo,0.0,2020-02-27,2.0,2020-02-29,0.0,2020-03-02,2020-02-26
MetEireann,Mayo,9.6,2020-03-11,0.3,2020-03-13,3.9,2020-03-15,2020-03-10
MetEireann,Mayo,23.5,2020-02-11,6.9,2020-02-13,20.5,2020-02-15,2020-02-10
MetEireann,Mayo,2.3000000000000003,2020-02-03,0.0,2020-02-05,0.0,2020-02-07,2020-02-02
MetEireann,Mayo,0.7,2020-03-03,4.2,2020-03-05,3.7,2020-03-07,2020-03-02
MetEireann,Mayo,3.3999999999999995,2020-03-25,0.0,2020-03-27,0.0,2020-03-29,2020-03-24
MetEireann,Mayo,8.299999999999999,2020-02-25,4.8,2020-02-27,2.5,2020-02-29,2020-02-24
MetEireann,Mayo,13.9,2020-02-29,0.4,2020-03-02,2.3000000000000003,2020-03-04,2020-02-28
MetEireann,Mayo,0.0,2020-03-29,0.0,2020-03-31,0.3,2020-04-02,2020-03-28
MetEireann,Mayo,3.0,2020-03-13,0.7,2020-03-15,13.7,2020-03-17,2020-03-12
MetEireann,Mayo,1.2,2020-02-13,17.0,2020-02-15,9.3,2020-02-17,2020-02-12
MetEireann,Dublin,21.200000000000006,2020-02-15,0.3,2020-02-17,0.7,2020-02-19,2020-02-14
MetEireann,Dublin,2.8000000000000003,2020-02-16,0.3,2020-02-18,7.9,2020-02-20,2020-02-15
MetEireann,Dublin,0.0,2020-03-23,3.8,2020-03-25,0.0,2020-03-27,2020-03-22
MetEireann,Dublin,0.0,2020-03-24,0.0,2020-03-26,0.0,2020-03-28,2020-03-23
MetEireann,Dublin,1.3,2020-03-17,0.0,2020-03-19,3.5,2020-03-21,2020-03-16
MetEireann,Dublin,0.3,2020-03-18,0.0,2020-03-20,0.0,2020-03-22,2020-03-17
MetEireann,Dublin,1.5,2020-02-21,3.6,2020-02-23,2.0,2020-02-25,2020-02-20
MetEireann,Dublin,11.8,2020-02-22,1.0,2020-02-24,0.0,2020-02-26,2020-02-21
MetEireann,Dublin,0.0,2020-03-29,0.0,2020-03-31,0.0,2020-04-02,2020-03-28
MetEireann,Dublin,0.0,2020-03-30,0.0,2020-04-01,0.0,2020-04-03,2020-03-29
MetEireann,Dublin,0.0,2020-01-07,2.3,2020-01-09,2.6,2020-01-11,2020-01-06
MetEireann,Dublin,0.2,2020-02-04,0.0,2020-02-06,7.800000000000002,2020-02-08,2020-02-03
MetEireann,Dublin,3.5000000000000004,2020-03-02,0.0,2020-03-04,0.0,2020-03-06,2020-03-01
MetEireann,Dublin,4.0,2020-02-10,1.4,2020-02-12,0.9,2020-02-14,2020-02-09
MetEireann,Dublin,34.5,2020-02-09,0.3,2020-02-11,0.0,2020-02-13,2020-02-08
MetEireann,Dublin,0.0,2020-02-05,0.0,2020-02-07,6.4,2020-02-09,2020-02-04
MetEireann,Dublin,0.0,2020-02-06,5.4,2020-02-08,0.7,2020-02-10,2020-02-05
MetEireann,Dublin,1.2,2020-04-02,0.0,2020-04-04,0.0,2020-04-06,2020-04-01
MetEireann,Dublin,2.9,2020-03-07,9.3,2020-03-09,0.9,2020-03-11,2020-03-06
MetEireann,Dublin,0.6000000000000001,2020-03-08,4.1000000000000005,2020-03-10,0.5,2020-03-12,2020-03-07
MetEireann,Dublin,2.0,2020-02-14,4.4,2020-02-16,0.8,2020-02-18,2020-02-13
MetEireann,Dublin,2.8,2020-02-13,13.7,2020-02-15,1.5,2020-02-17,2020-02-12
MetEireann,Dublin,0.0,2020-03-26,0.0,2020-03-28,0.0,2020-03-30,2020-03-25
MetEireann,Dublin,0.0,2020-03-25,0.4,2020-03-27,0.3,2020-03-29,2020-03-24
MetEireann,Dublin,1.4,2020-03-12,2.3,2020-03-14,0.0,2020-03-16,2020-03-11
MetEireann,Dublin,6.1999999999999975,2020-03-11,1.5,2020-03-13,2.9,2020-03-15,2020-03-10
MetEireann,Dublin,4.800000000000002,2020-02-20,2.7,2020-02-22,2.1,2020-02-24,2020-02-19
MetEireann,Dublin,4.9,2020-02-19,2.5,2020-02-21,6.8000000000000025,2020-02-23,2020-02-18
MetEireann,Dublin,6.1,2020-02-28,0.5,2020-03-01,11.8,2020-03-03,2020-02-27
MetEireann,Dublin,0.4,2020-02-27,6.9,2020-02-29,0.0,2020-03-02,2020-02-26
MetEireann,Dublin,0.0,2020-03-03,1.9,2020-03-05,0.0,2020-03-07,2020-03-02
MetEireann,Dublin,5.6999999999999975,2020-03-04,2.3,2020-03-06,1.1,2020-03-08,2020-03-03
MetEireann,Dublin,10.5,2020-01-14,6.3,2020-01-16,1.7,2020-01-18,2020-01-13
MetEireann,Dublin,6.5,2020-03-09,0.7,2020-03-11,0.0,2020-03-13,2020-03-08
MetEireann,Dublin,1.5,2020-03-10,0.0,2020-03-12,3.0,2020-03-14,2020-03-09
MetEireann,Dublin,0.5,2020-01-28,0.0,2020-01-30,1.8,2020-02-01,2020-01-27
MetEireann,Dublin,0.4,2020-03-16,8.2,2020-03-18,4.300000000000002,2020-03-20,2020-03-15
MetEireann,Dublin,0.5,2020-03-15,0.6,2020-03-17,0.0,2020-03-19,2020-03-14
MetEireann,Dublin,15.6,2020-02-24,0.3,2020-02-26,1.0,2020-02-28,2020-02-23
MetEireann,Dublin,8.5,2020-02-23,0.6,2020-02-25,4.3,2020-02-27,2020-02-22
MetEireann,Dublin,1.7000000000000002,2020-02-18,3.6,2020-02-20,5.1,2020-02-22,2020-02-17
MetEireann,Dublin,1.0,2020-02-17,1.9,2020-02-19,2.3,2020-02-21,2020-02-16
MetEireann,Dublin,0.0,2020-03-22,0.0,2020-03-24,0.0,2020-03-26,2020-03-21
MetEireann,Dublin,0.0,2020-03-21,0.0,2020-03-23,1.3,2020-03-25,2020-03-20
MetEireann,Dublin,1.0,2020-03-01,0.0,2020-03-03,0.0,2020-03-05,2020-02-29
MetEireann,Dublin,7.399999999999999,2020-02-29,0.0,2020-03-02,0.4,2020-03-04,2020-02-28
MetEireann,Dublin,0.8999999999999999,2020-03-13,4.8,2020-03-15,0.0,2020-03-17,2020-03-12
MetEireann,Dublin,3.8,2020-03-14,0.0,2020-03-16,5.7,2020-03-18,2020-03-13
MetEireann,Dublin,0.2,2020-02-25,1.0,2020-02-27,2.1,2020-02-29,2020-02-24
MetEireann,Dublin,1.2000000000000002,2020-02-26,2.4000000000000004,2020-02-28,0.0,2020-03-01,2020-02-25
MetEireann,Dublin,5.4,2020-02-11,1.9,2020-02-13,10.7,2020-02-15,2020-02-10
MetEireann,Dublin,0.6,2020-02-12,2.2,2020-02-14,10.4,2020-02-16,2020-02-11
MetEireann,Dublin,0.0,2020-03-19,8.3,2020-03-21,0.0,2020-03-23,2020-03-18
MetEireann,Dublin,0.0,2020-03-20,0.0,2020-03-22,1.6,2020-03-24,2020-03-19
MetEireann,Dublin,0.1,2020-01-10,0.0,2020-01-12,6.6,2020-01-14,2020-01-09
MetEireann,Dublin,0.0,2020-03-27,0.0,2020-03-29,0.0,2020-03-31,2020-03-26
MetEireann,Dublin,0.0,2020-03-28,0.0,2020-03-30,0.0,2020-04-01,2020-03-27
MetEireann,Dublin,0.0,2020-03-06,0.3,2020-03-08,7.300000000000002,2020-03-10,2020-03-05
MetEireann,Dublin,0.0,2020-03-05,4.699999999999998,2020-03-07,3.4,2020-03-09,2020-03-04
MetEireann,Dublin,1.8,2020-01-16,0.0,2020-01-18,0.0,2020-01-20,2020-01-15
MetEireann,Dublin,6.1,2020-02-08,1.4,2020-02-10,3.4,2020-02-12,2020-02-07
MetEireann,Dublin,0.1,2020-02-07,11.0,2020-02-09,0.0,2020-02-11,2020-02-06
MetEireann,Dublin,0.0,2020-04-01,0.0,2020-04-03,2.5,2020-04-05,2020-03-31
MetEireann,Dublin,0.3,2020-03-31,0.3,2020-04-02,1.4,2020-04-04,2020-03-30
MetEireann,Dublin,0.0,2020-04-03,3.4,2020-04-05,0.0,2020-04-07,2020-04-02
MetEireann,Wexford,0.0,2020-02-05,1.2000000000000002,2020-02-07,5.1,2020-02-09,2020-02-04
MetEireann,Wexford,0.5,2020-02-11,1.3,2020-02-13,12.8,2020-02-15,2020-02-10
MetEireann,Wexford,0.0,2020-03-20,0.0,2020-03-22,0.8,2020-03-24,2020-03-19
MetEireann,Wexford,0.2,2020-02-26,5.6000000000000005,2020-02-28,1.6,2020-03-01,2020-02-25
MetEireann,Wexford,2.5,2020-02-10,3.8,2020-02-12,3.3,2020-02-14,2020-02-09
MetEireann,Wexford,0.0,2020-03-22,0.0,2020-03-24,0.0,2020-03-26,2020-03-21
MetEireann,Wexford,2.5,2020-03-15,0.4,2020-03-17,0.0,2020-03-19,2020-03-14
MetEireann,Wexford,1.9,2020-02-29,0.0,2020-03-02,0.0,2020-03-04,2020-02-28
MetEireann,Wexford,5.1,2020-02-24,0.0,2020-02-26,5.7,2020-02-28,2020-02-23
MetEireann,Wexford,0.2,2020-02-03,0.0,2020-02-05,0.3,2020-02-07,2020-02-02
MetEireann,Wexford,0.0,2020-02-17,3.7,2020-02-19,0.0,2020-02-21,2020-02-16
MetEireann,Wexford,3.7,2020-03-07,6.4,2020-03-09,1.2,2020-03-11,2020-03-06
MetEireann,Wexford,4.6,2020-03-13,12.5,2020-03-15,0.0,2020-03-17,2020-03-12
MetEireann,Wexford,0.0,2020-03-28,0.0,2020-03-30,0.0,2020-04-01,2020-03-27
MetEireann,Wexford,2.1,2020-02-12,1.7000000000000002,2020-02-14,17.6,2020-02-16,2020-02-11
MetEireann,Wexford,0.0,2020-02-06,6.3,2020-02-08,0.0,2020-02-10,2020-02-05
MetEireann,Wexford,0.0,2020-03-19,8.8,2020-03-21,0.0,2020-03-23,2020-03-18
MetEireann,Wexford,0.1,2020-02-25,0.8999999999999999,2020-02-27,0.0,2020-02-29,2020-02-24
MetEireann,Wexford,0.0,2020-03-21,0.0,2020-03-23,1.5,2020-03-25,2020-03-20
MetEireann,Wexford,9.8,2020-02-09,0.0,2020-02-11,0.4,2020-02-13,2020-02-08
MetEireann,Wexford,0.0,2020-03-16,7.800000000000002,2020-03-18,7.6,2020-03-20,2020-03-15
MetEireann,Wexford,2.0,2020-03-01,0.0,2020-03-03,0.0,2020-03-05,2020-02-29
MetEireann,Wexford,1.5,2020-03-02,0.0,2020-03-04,0.4,2020-03-06,2020-03-01
MetEireann,Wexford,8.1,2020-02-23,1.0,2020-02-25,5.2,2020-02-27,2020-02-22
MetEireann,Wexford,0.0,2020-04-03,13.7,2020-04-05,0.0,2020-04-07,2020-04-02
MetEireann,Wexford,2.6,2020-02-18,4.0,2020-02-20,4.9,2020-02-22,2020-02-17
MetEireann,Wexford,0.2,2020-02-04,0.0,2020-02-06,9.2,2020-02-08,2020-02-03
MetEireann,Wexford,0.0,2020-01-10,0.0,2020-01-12,5.9,2020-01-14,2020-01-09
MetEireann,Wexford,4.2,2020-03-14,0.0,2020-03-16,16.3,2020-03-18,2020-03-13
MetEireann,Wexford,0.4,2020-03-08,0.8999999999999999,2020-03-10,0.0,2020-03-12,2020-03-07
MetEireann,Wexford,0.0,2020-03-27,0.0,2020-03-29,0.0,2020-03-31,2020-03-26
MetEireann,Wexford,21.4,2020-02-28,5.6,2020-03-01,17.200000000000006,2020-03-03,2020-02-27
MetEireann,Wexford,1.4,2020-02-07,3.9,2020-02-09,0.0,2020-02-11,2020-02-06
MetEireann,Wexford,2.3,2020-02-13,17.299999999999994,2020-02-15,0.0,2020-02-17,2020-02-12
MetEireann,Wexford,0.0,2020-03-03,0.8,2020-03-05,0.0,2020-03-07,2020-03-02
MetEireann,Wexford,0.0,2020-03-17,0.0,2020-03-19,2.8,2020-03-21,2020-03-16
MetEireann,Wexford,0.0,2020-03-24,0.6000000000000001,2020-03-26,0.0,2020-03-28,2020-03-23
MetEireann,Wexford,5.7,2020-01-16,0.0,2020-01-18,0.0,2020-01-20,2020-01-15
MetEireann,Wexford,0.0,2020-03-29,0.0,2020-03-31,0.0,2020-04-02,2020-03-28
MetEireann,Wexford,13.9,2020-02-15,0.0,2020-02-17,1.5,2020-02-19,2020-02-14
MetEireann,Wexford,0.30000000000000004,2020-03-10,0.0,2020-03-12,4.6,2020-03-14,2020-03-09
MetEireann,Wexford,0.7999999999999999,2020-02-22,1.6,2020-02-24,0.0,2020-02-26,2020-02-21
MetEireann,Wexford,0.0,2020-04-02,1.2,2020-04-04,0.0,2020-04-06,2020-04-01
MetEireann,Wexford,0.0,2020-04-01,0.0,2020-04-03,5.8000000000000025,2020-04-05,2020-03-31
MetEireann,Wexford,0.0,2020-03-26,0.0,2020-03-28,0.0,2020-03-30,2020-03-25
MetEireann,Wexford,9.4,2020-01-14,10.3,2020-01-16,3.3,2020-01-18,2020-01-13
MetEireann,Wexford,5.4,2020-02-20,0.6000000000000001,2020-02-22,2.8,2020-02-24,2020-02-19
MetEireann,Wexford,0.0,2020-03-05,6.9,2020-03-07,6.3,2020-03-09,2020-03-04
MetEireann,Wexford,1.4,2020-03-11,6.2,2020-03-13,0.3,2020-03-15,2020-03-10
MetEireann,Wexford,2.5,2020-02-27,5.4,2020-02-29,0.0,2020-03-02,2020-02-26
MetEireann,Wexford,2.7,2020-02-14,3.3999999999999995,2020-02-16,0.0,2020-02-18,2020-02-13
MetEireann,Wexford,8.200000000000001,2020-02-08,0.1,2020-02-10,7.3000000000000025,2020-02-12,2020-02-07
MetEireann,Wexford,5.3,2020-03-18,0.0,2020-03-20,1.7000000000000002,2020-03-22,2020-03-17
MetEireann,Wexford,6.5,2020-03-04,0.0,2020-03-06,1.1,2020-03-08,2020-03-03
MetEireann,Wexford,0.0,2020-03-23,0.3,2020-03-25,0.0,2020-03-27,2020-03-22
MetEireann,Wexford,0.0,2020-03-30,0.0,2020-04-01,0.0,2020-04-03,2020-03-29
MetEireann,Wexford,3.1,2020-02-16,0.0,2020-02-18,3.9,2020-02-20,2020-02-15
MetEireann,Wexford,1.2,2020-02-21,1.7,2020-02-23,0.8,2020-02-25,2020-02-20
MetEireann,Wexford,6.2,2020-03-09,0.5,2020-03-11,0.0,2020-03-13,2020-03-08
MetEireann,Wexford,0.0,2020-03-25,0.0,2020-03-27,0.3,2020-03-29,2020-03-24
MetEireann,Wexford,5.9,2020-02-19,0.0,2020-02-21,2.4,2020-02-23,2020-02-18
MetEireann,Wexford,0.0,2020-01-07,3.0,2020-01-09,4.4,2020-01-11,2020-01-06
MetEireann,Wexford,0.0,2020-03-31,0.0,2020-04-02,0.3,2020-04-04,2020-03-30
MetEireann,Wexford,0.2,2020-03-12,3.6,2020-03-14,0.0,2020-03-16,2020-03-11
MetEireann,Wexford,0.2,2020-01-28,0.0,2020-01-30,3.7,2020-02-01,2020-01-27
MetEireann,Wexford,0.7000000000000001,2020-03-06,0.3,2020-03-08,3.8,2020-03-10,2020-03-05
