Provider,Location,One_Day_Ahead,DateOne,Three_Days_Ahead,DateThree,Five_Days_Ahead,DateFive,Date_Scraped
YR,Donegal,0.6,2020-03-24,0.3,2020-03-26,0.4,2020-03-28,2020-03-23
YR,Donegal,0.1,2020-03-23,2.0,2020-03-25,2.1,2020-03-27,2020-03-22
YR,Donegal,6.5,2020-03-02,3.5000000000000004,2020-03-04,3.2,2020-03-06,2020-03-01
YR,Donegal,24.5,2020-02-09,15.3,2020-02-11,1.3,2020-02-13,2020-02-08
YR,Donegal,12.0,2020-02-10,12.4,2020-02-12,3.6000000000000005,2020-02-14,2020-02-09
YR,Donegal,1.5,2020-02-04,0.0,2020-02-06,13.5,2020-02-08,2020-02-03
YR,Dublin,2.2,2020-03-07,8.899999999999997,2020-03-09,2.1,2020-03-11,2020-03-06
YR,Dublin,3.6,2020-03-17,0.0,2020-03-19,2.6,2020-03-21,2020-03-16
YR,Dublin,12.8,2020-02-24,0.5,2020-02-26,1.0,2020-02-28,2020-02-23
YR,Dublin,0.4,2020-03-30,0.1,2020-04-01,0.2,2020-04-03,2020-03-29
YR,Dublin,0.0,2020-01-28,0.1,2020-01-30,1.9,2020-02-01,2020-01-27
YR,Dublin,0.0,2020-02-06,4.9,2020-02-08,1.0,2020-02-10,2020-02-05
YR,Dublin,4.800000000000002,2020-02-16,0.7,2020-02-18,7.7,2020-02-20,2020-02-15
YR,Dublin,0.0,2020-03-21,0.0,2020-03-23,1.5,2020-03-25,2020-03-20
YR,Dublin,0.0,2020-03-31,0.4,2020-04-02,2.1,2020-04-04,2020-03-30
YR,Dublin,7.8,2020-02-15,0.6000000000000001,2020-02-17,1.2,2020-02-19,2020-02-14
YR,Dublin,0.0,2020-02-05,0.1,2020-02-07,7.899999999999999,2020-02-09,2020-02-04
YR,Dublin,0.0,2020-03-31,0.4,2020-04-02,2.1,2020-04-04,2020-03-30
YR,Dublin,0.0,2020-03-22,0.0,2020-03-24,0.4,2020-03-26,2020-03-21
YR,Dublin,0.3,2020-03-18,0.0,2020-03-20,0.1,2020-03-22,2020-03-17
YR,Dublin,0.7,2020-03-08,5.8,2020-03-10,1.9,2020-03-12,2020-03-07
YR,Dublin,7.3,2020-02-23,0.6000000000000001,2020-02-25,4.5,2020-02-27,2020-02-22
YR,Dublin,0.0,2020-03-29,0.1,2020-03-31,0.0,2020-04-02,2020-03-28
YR,Dublin,0.7,2020-02-07,12.8,2020-02-09,0.4,2020-02-11,2020-02-06
YR,Dublin,0.2,2020-02-17,2.2,2020-02-19,2.8,2020-02-21,2020-02-16
YR,Dublin,0.2,2020-03-01,0.1,2020-03-03,0.4,2020-03-05,2020-02-29
YR,Dublin,0.0,2020-03-24,0.2,2020-03-26,0.1,2020-03-28,2020-03-23
YR,Dublin,1.5,2020-03-06,0.5,2020-03-08,9.4,2020-03-10,2020-03-05
YR,Dublin,0.0,2020-03-16,8.399999999999999,2020-03-18,3.6,2020-03-20,2020-03-15
YR,Dublin,2.8,2020-02-21,3.8000000000000007,2020-02-23,2.3000000000000003,2020-02-25,2020-02-20
YR,Dublin,0.2,2020-03-15,1.2,2020-03-17,1.0,2020-03-19,2020-03-14
YR,Dublin,0.1,2020-03-05,4.7,2020-03-07,3.1,2020-03-09,2020-03-04
YR,Dublin,2.5,2020-02-22,1.2,2020-02-24,0.5,2020-02-26,2020-02-21
YR,Dublin,2.3000000000000003,2020-02-18,3.7,2020-02-20,4.7,2020-02-22,2020-02-17
YR,Dublin,12.7,2020-02-08,1.4,2020-02-10,3.4000000000000004,2020-02-12,2020-02-07
YR,Dublin,6.3,2020-02-29,0.1,2020-03-02,1.2000000000000002,2020-03-04,2020-02-28
YR,Dublin,0.0,2020-03-23,3.4000000000000004,2020-03-25,0.5,2020-03-27,2020-03-22
YR,Dublin,0.0,2020-03-28,0.0,2020-03-30,0.1,2020-04-01,2020-03-27
YR,Dublin,8.299999999999999,2020-02-13,14.8,2020-02-15,2.0,2020-02-17,2020-02-12
YR,Dublin,0.1,2020-03-19,10.7,2020-03-21,0.0,2020-03-23,2020-03-18
YR,Dublin,6.700000000000001,2020-03-09,1.8,2020-03-11,0.1,2020-03-13,2020-03-08
YR,Dublin,0.7,2020-02-25,1.1,2020-02-27,2.0,2020-02-29,2020-02-24
YR,Dublin,0.4,2020-03-02,0.2,2020-03-04,0.1,2020-03-06,2020-03-01
YR,Dublin,0.5,2020-03-12,2.7,2020-03-14,0.0,2020-03-16,2020-03-11
YR,Dublin,0.2,2020-04-03,3.3,2020-04-05,0.0,2020-04-07,2020-04-02
YR,Dublin,0.4,2020-02-26,3.1,2020-02-28,0.4,2020-03-01,2020-02-25
YR,Dublin,4.1,2020-03-11,1.3,2020-03-13,2.4000000000000004,2020-03-15,2020-03-10
YR,Dublin,0.0,2020-03-27,0.0,2020-03-29,0.4,2020-03-31,2020-03-26
YR,Dublin,1.0,2020-02-14,4.4,2020-02-16,0.30000000000000004,2020-02-18,2020-02-13
YR,Dublin,0.3,2020-02-04,0.0,2020-02-06,7.1999999999999975,2020-02-08,2020-02-03
YR,Dublin,1.1,2020-03-10,0.30000000000000004,2020-03-12,2.5,2020-03-14,2020-03-09
YR,Dublin,0.2,2020-03-20,0.0,2020-03-22,2.1,2020-03-24,2020-03-19
YR,Dublin,5.2,2020-02-28,0.8,2020-03-01,11.5,2020-03-03,2020-02-27
YR,Dublin,4.1,2020-02-19,2.6,2020-02-21,8.2,2020-02-23,2020-02-18
YR,Dublin,8.7,2020-02-09,0.6000000000000001,2020-02-11,0.1,2020-02-13,2020-02-08
YR,Dublin,0.2,2020-03-03,1.7,2020-03-05,0.5,2020-03-07,2020-03-02
YR,Dublin,1.3,2020-03-13,4.0,2020-03-15,0.1,2020-03-17,2020-03-12
YR,Dublin,0.2,2020-03-25,0.1,2020-03-27,0.5,2020-03-29,2020-03-24
YR,Dublin,1.8,2020-02-12,1.8,2020-02-14,10.1,2020-02-16,2020-02-11
YR,Dublin,0.1,2020-03-26,0.0,2020-03-28,0.0,2020-03-30,2020-03-25
YR,Dublin,0.7000000000000001,2020-02-11,2.1,2020-02-13,10.8,2020-02-15,2020-02-10
YR,Dublin,0.5,2020-02-27,6.1999999999999975,2020-02-29,0.1,2020-03-02,2020-02-26
YR,Dublin,0.8,2020-04-02,0.2,2020-04-04,0.1,2020-04-06,2020-04-01
YR,Dublin,1.5,2020-02-10,1.4,2020-02-12,1.1,2020-02-14,2020-02-09
YR,Dublin,4.9,2020-02-20,3.1,2020-02-22,1.8,2020-02-24,2020-02-19
YR,Dublin,5.6999999999999975,2020-03-14,0.3,2020-03-16,4.699999999999998,2020-03-18,2020-03-13
YR,Dublin,3.3,2020-03-04,2.3,2020-03-06,1.4,2020-03-08,2020-03-03
YR,Mayo,0.0,2020-03-20,0.0,2020-03-22,17.0,2020-03-24,2020-03-19
YR,Mayo,0.0,2020-02-05,8.9,2020-02-07,15.3,2020-02-09,2020-02-04
YR,Mayo,4.7,2020-03-25,0.0,2020-03-27,0.2,2020-03-29,2020-03-24
YR,Mayo,21.0,2020-02-21,7.599999999999999,2020-02-23,7.4,2020-02-25,2020-02-20
YR,Mayo,11.2,2020-02-23,3.1,2020-02-25,2.3,2020-02-27,2020-02-22
YR,Mayo,1.5,2020-03-03,4.5,2020-03-05,4.1,2020-03-07,2020-03-02
YR,Mayo,0.0,2020-03-27,0.0,2020-03-29,0.30000000000000004,2020-03-31,2020-03-26
YR,Mayo,4.3,2020-02-07,18.1,2020-02-09,2.8,2020-02-11,2020-02-06
YR,Mayo,0.0,2020-03-23,2.9000000000000004,2020-03-25,0.7,2020-03-27,2020-03-22
YR,Mayo,0.2,2020-02-27,2.4,2020-02-29,1.1,2020-03-02,2020-02-26
YR,Mayo,2.3,2020-01-28,1.7000000000000002,2020-01-30,2.2,2020-02-01,2020-01-27
YR,Mayo,15.2,2020-03-07,17.6,2020-03-09,2.0,2020-03-11,2020-03-06
YR,Mayo,0.8999999999999999,2020-03-05,16.8,2020-03-07,5.0,2020-03-09,2020-03-04
YR,Mayo,3.2,2020-02-20,3.0,2020-02-22,2.7,2020-02-24,2020-02-19
YR,Mayo,2.1,2020-02-25,5.2,2020-02-27,2.9,2020-02-29,2020-02-24
YR,Mayo,6.0,2020-03-21,0.0,2020-03-23,9.8,2020-03-25,2020-03-20
YR,Mayo,4.2,2020-03-04,2.3,2020-03-06,4.9,2020-03-08,2020-03-03
YR,Mayo,16.2,2020-02-24,1.6,2020-02-26,1.2,2020-02-28,2020-02-23
YR,Mayo,28.0,2020-02-08,2.9,2020-02-10,17.6,2020-02-12,2020-02-07
YR,Mayo,0.0,2020-03-28,0.0,2020-03-30,1.2,2020-04-01,2020-03-27
YR,Mayo,0.0,2020-03-26,0.0,2020-03-28,0.0,2020-03-30,2020-03-25
YR,Mayo,0.0,2020-02-06,9.9,2020-02-08,3.6,2020-02-10,2020-02-05
YR,Mayo,0.5,2020-03-19,16.4,2020-03-21,0.0,2020-03-23,2020-03-18
YR,Mayo,3.9,2020-02-22,7.9,2020-02-24,2.5,2020-02-26,2020-02-21
YR,Mayo,1.9,2020-03-02,0.8,2020-03-04,8.7,2020-03-06,2020-03-01
YR,Mayo,0.7000000000000001,2020-02-26,17.2,2020-02-28,1.5,2020-03-01,2020-02-25
YR,Mayo,32.0,2020-02-19,25.5,2020-02-21,26.0,2020-02-23,2020-02-18
YR,Mayo,1.6000000000000003,2020-03-06,1.3,2020-03-08,10.6,2020-03-10,2020-03-05
YR,Mayo,0.0,2020-03-22,4.0,2020-03-24,1.2,2020-03-26,2020-03-21
YR,Mayo,0.1,2020-02-04,0.0,2020-02-06,14.8,2020-02-08,2020-02-03
YR,Mayo,1.1,2020-03-24,0.2,2020-03-26,0.4,2020-03-28,2020-03-23
YR,Mayo,3.2,2020-03-08,4.9,2020-03-10,1.9,2020-03-12,2020-03-07
YR,Mayo,14.2,2020-02-28,1.7,2020-03-01,12.4,2020-03-03,2020-02-27
YR,Mayo,2.9000000000000004,2020-02-17,20.6,2020-02-19,16.6,2020-02-21,2020-02-16
YR,Mayo,0.0,2020-04-03,6.1,2020-04-05,0.2,2020-04-07,2020-04-02
YR,Mayo,1.6,2020-03-13,1.1,2020-03-15,13.3,2020-03-17,2020-03-12
YR,Mayo,6.6999999999999975,2020-03-11,1.0,2020-03-13,3.5000000000000004,2020-03-15,2020-03-10
YR,Mayo,22.8,2020-02-15,5.1000000000000005,2020-02-17,10.4,2020-02-19,2020-02-14
YR,Mayo,2.3000000000000003,2020-03-10,1.9,2020-03-12,0.4,2020-03-14,2020-03-09
YR,Mayo,1.6,2020-03-01,0.2,2020-03-03,0.8,2020-03-05,2020-02-29
YR,Mayo,3.0,2020-02-11,7.1999999999999975,2020-02-13,20.8,2020-02-15,2020-02-10
YR,Mayo,0.0,2020-03-31,0.8,2020-04-02,1.5,2020-04-04,2020-03-30
YR,Mayo,4.199999999999998,2020-02-10,6.2,2020-02-12,7.300000000000002,2020-02-14,2020-02-09
YR,Mayo,2.4000000000000004,2020-03-15,20.5,2020-03-17,0.1,2020-03-19,2020-03-14
YR,Mayo,0.1,2020-03-30,0.3,2020-04-01,1.7,2020-04-03,2020-03-29
YR,Mayo,19.7,2020-03-17,0.5,2020-03-19,0.0,2020-03-21,2020-03-16
YR,Mayo,1.0,2020-02-13,16.599999999999998,2020-02-15,9.5,2020-02-17,2020-02-12
YR,Mayo,1.5000000000000002,2020-04-02,1.2000000000000002,2020-04-04,0.8,2020-04-06,2020-04-01
YR,Mayo,1.4,2020-03-12,7.0,2020-03-14,0.0,2020-03-16,2020-03-11
YR,Mayo,6.4,2020-02-29,1.2,2020-03-02,2.8999999999999995,2020-03-04,2020-02-28
YR,Mayo,13.5,2020-03-09,3.4000000000000004,2020-03-11,3.6,2020-03-13,2020-03-08
YR,Mayo,4.6000000000000005,2020-02-16,2.6,2020-02-18,10.000000000000002,2020-02-20,2020-02-15
YR,Mayo,4.9,2020-02-18,8.299999999999999,2020-02-20,11.2,2020-02-22,2020-02-17
YR,Mayo,8.2,2020-03-14,7.8,2020-03-16,0.2,2020-03-18,2020-03-13
YR,Mayo,0.2,2020-03-18,0.0,2020-03-20,0.0,2020-03-22,2020-03-17
YR,Mayo,4.8,2020-02-14,4.0,2020-02-16,4.2,2020-02-18,2020-02-13
YR,Mayo,0.0,2020-03-31,0.8,2020-04-02,1.5,2020-04-04,2020-03-30
YR,Mayo,9.3,2020-02-12,11.7,2020-02-14,10.1,2020-02-16,2020-02-11
YR,Mayo,0.0,2020-03-29,0.1,2020-03-31,1.4,2020-04-02,2020-03-28
YR,Mayo,6.0,2020-03-16,4.4,2020-03-18,0.3,2020-03-20,2020-03-15
YR,Mayo,16.6,2020-02-09,2.8,2020-02-11,0.4,2020-02-13,2020-02-08
YR,Wexford,0.3,2020-03-05,8.0,2020-03-07,6.6,2020-03-09,2020-03-04
YR,Wexford,0.5,2020-03-06,0.5,2020-03-08,4.5,2020-03-10,2020-03-05
YR,Wexford,0.0,2020-03-31,0.0,2020-04-02,0.6000000000000001,2020-04-04,2020-03-30
YR,Wexford,0.0,2020-03-31,0.0,2020-04-02,0.6000000000000001,2020-04-04,2020-03-30
YR,Wexford,0.3,2020-04-03,14.0,2020-04-05,0.0,2020-04-07,2020-04-02
YR,Wexford,3.9,2020-02-07,6.0,2020-02-09,0.0,2020-02-11,2020-02-06
YR,Wexford,9.5,2020-02-08,0.6000000000000001,2020-02-10,7.1,2020-02-12,2020-02-07
YR,Wexford,0.4,2020-02-26,5.5,2020-02-28,1.7,2020-03-01,2020-02-25
YR,Wexford,0.2,2020-02-25,1.1,2020-02-27,0.5,2020-02-29,2020-02-24
YR,Wexford,6.7,2020-03-14,0.1,2020-03-16,17.5,2020-03-18,2020-03-13
YR,Wexford,5.4,2020-03-13,12.9,2020-03-15,0.2,2020-03-17,2020-03-12
YR,Wexford,0.0,2020-03-28,0.1,2020-03-30,0.0,2020-04-01,2020-03-27
YR,Wexford,0.0,2020-03-27,0.0,2020-03-29,0.1,2020-03-31,2020-03-26
YR,Wexford,0.0,2020-03-20,0.0,2020-03-22,1.7000000000000002,2020-03-24,2020-03-19
YR,Wexford,4.5,2020-03-19,9.4,2020-03-21,0.0,2020-03-23,2020-03-18
YR,Wexford,8.0,2020-02-12,2.7,2020-02-14,15.2,2020-02-16,2020-02-11
YR,Wexford,0.2,2020-02-11,1.2,2020-02-13,12.8,2020-02-15,2020-02-10
YR,Wexford,9.9,2020-02-23,1.3000000000000005,2020-02-25,5.0,2020-02-27,2020-02-22
YR,Wexford,5.8000000000000025,2020-02-24,0.0,2020-02-26,5.9,2020-02-28,2020-02-23
YR,Wexford,0.8,2020-03-15,1.0,2020-03-17,0.0,2020-03-19,2020-03-14
YR,Wexford,0.1,2020-03-16,8.3,2020-03-18,7.1,2020-03-20,2020-03-15
YR,Wexford,1.5,2020-02-29,0.0,2020-03-02,0.2,2020-03-04,2020-02-28
YR,Wexford,0.2,2020-03-01,0.4,2020-03-03,0.3,2020-03-05,2020-02-29
YR,Wexford,0.0,2020-03-21,0.0,2020-03-23,2.9000000000000004,2020-03-25,2020-03-20
YR,Wexford,0.0,2020-03-22,0.1,2020-03-24,0.1,2020-03-26,2020-03-21
YR,Wexford,0.30000000000000004,2020-02-17,4.0,2020-02-19,0.30000000000000004,2020-02-21,2020-02-16
YR,Wexford,1.7000000000000002,2020-02-18,4.800000000000002,2020-02-20,5.0,2020-02-22,2020-02-17
YR,Wexford,8.0,2020-03-04,0.1,2020-03-06,1.4,2020-03-08,2020-03-03
YR,Wexford,0.1,2020-03-03,1.2,2020-03-05,0.1,2020-03-07,2020-03-02
YR,Wexford,0.30000000000000004,2020-03-10,0.1,2020-03-12,4.999999999999999,2020-03-14,2020-03-09
YR,Wexford,6.6999999999999975,2020-03-09,0.8,2020-03-11,0.5,2020-03-13,2020-03-08
YR,Wexford,0.0,2020-01-28,0.2,2020-01-30,3.6,2020-02-01,2020-01-27
YR,Wexford,0.0,2020-03-25,0.30000000000000004,2020-03-27,0.5,2020-03-29,2020-03-24
YR,Wexford,0.0,2020-03-26,0.2,2020-03-28,0.30000000000000004,2020-03-30,2020-03-25
YR,Wexford,1.9,2020-02-13,18.6,2020-02-15,0.0,2020-02-17,2020-02-12
YR,Wexford,2.7,2020-02-14,2.9000000000000004,2020-02-16,0.2,2020-02-18,2020-02-13
YR,Wexford,1.7,2020-02-27,6.8,2020-02-29,0.1,2020-03-02,2020-02-26
YR,Wexford,24.8,2020-02-28,4.699999999999998,2020-03-01,16.7,2020-03-03,2020-02-27
YR,Wexford,4.6000000000000005,2020-02-19,0.4,2020-02-21,3.2,2020-02-23,2020-02-18
YR,Wexford,4.8,2020-02-20,1.1,2020-02-22,3.2,2020-02-24,2020-02-19
YR,Wexford,1.2,2020-03-11,7.5,2020-03-13,0.7,2020-03-15,2020-03-10
YR,Wexford,0.3,2020-03-12,3.9,2020-03-14,0.0,2020-03-16,2020-03-11
YR,Wexford,0.0,2020-04-02,2.5,2020-04-04,0.2,2020-04-06,2020-04-01
YR,Wexford,0.0,2020-02-06,6.7,2020-02-08,0.5,2020-02-10,2020-02-05
YR,Wexford,0.0,2020-02-05,2.0,2020-02-07,6.6000000000000005,2020-02-09,2020-02-04
YR,Wexford,0.2,2020-03-08,1.3,2020-03-10,0.4,2020-03-12,2020-03-07
YR,Wexford,5.4,2020-03-07,7.0,2020-03-09,1.3,2020-03-11,2020-03-06
YR,Wexford,0.0,2020-02-04,0.1,2020-02-06,9.9,2020-02-08,2020-02-03
YR,Wexford,9.499999999999998,2020-02-09,0.1,2020-02-11,0.4,2020-02-13,2020-02-08
YR,Wexford,0.30000000000000004,2020-02-10,5.5,2020-02-12,4.0,2020-02-14,2020-02-09
YR,Wexford,0.2,2020-03-02,0.2,2020-03-04,1.1,2020-03-06,2020-03-01
YR,Wexford,0.0,2020-03-24,0.9,2020-03-26,0.0,2020-03-28,2020-03-23
YR,Wexford,0.0,2020-03-23,0.8,2020-03-25,0.0,2020-03-27,2020-03-22
YR,Wexford,2.9,2020-02-16,0.30000000000000004,2020-02-18,4.9,2020-02-20,2020-02-15
YR,Wexford,16.9,2020-02-15,0.30000000000000004,2020-02-17,1.7999999999999998,2020-02-19,2020-02-14
YR,Wexford,0.0,2020-03-30,0.0,2020-04-01,0.3,2020-04-03,2020-03-29
YR,Wexford,0.0,2020-03-29,0.0,2020-03-31,0.0,2020-04-02,2020-03-28
YR,Wexford,1.1,2020-02-22,1.9,2020-02-24,0.1,2020-02-26,2020-02-21
YR,Wexford,0.8,2020-02-21,2.0,2020-02-23,1.2,2020-02-25,2020-02-20
YR,Wexford,4.3,2020-03-18,0.1,2020-03-20,1.5,2020-03-22,2020-03-17
YR,Wexford,1.1,2020-03-17,0.0,2020-03-19,3.2,2020-03-21,2020-03-16
